C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
62773,Customer#000062773,EghIIupDfbLAPU,3,13-649-998-5036,7794.38,AUTOMOBILE,ully regular courts. special theodolites cajole. carefully pending deposits according to the sl
62794,Customer#000062794,xpUvSokpqpaoNJy3J,0,10-662-189-6721,5651.82,AUTOMOBILE,ts affix carefully. final packages are quickly. even pinto beans kindle quickly. plat
62812,Customer#000062812,dHbOtM343HDc,6,16-776-815-9390,2064.78,BUILDING, furiously express requests above the fluffily bold asymptotes integrate about the furiously ironi
62870,Customer#000062870,BhICi4QAyUUsfXFfeEYM3AmkOxpoQA8LhqAl,12,22-948-123-9990,2424.9,HOUSEHOLD,usly pending deposits. ironic reques
62902,Customer#000062902,"xf6,t2qh0Ay88rFtHSPU1CVdGG9pqjK",1,11-189-193-1850,658.37,FURNITURE,l asymptotes. ironic foxes cajole carefully even accounts. furiously bold theodolites ha
62929,Customer#000062929,PnANpjafPNyDoU,15,25-404-211-5107,9058.86,AUTOMOBILE,"pending, ironic deposits wake regular decoys. blithely bold ideas cajole"
62995,Customer#000062995,T2ApPlDlfE7PgUVwcyJjo9Yl,11,21-245-411-5902,1406.84,HOUSEHOLD, waters. slyly ironic requests wake fluffily slyly unusual accounts. fluffily special pack
63085,Customer#000063085,LIjut8egb2K,18,28-999-826-4189,8249.89,AUTOMOBILE,"n ideas-- final, ironic excuses boost bl"
63124,Customer#000063124,qf4a6bZCvY QSUW,24,34-531-295-4800,2776.41,FURNITURE," stealthily. quiet, regular accounts "
63145,Customer#000063145, Rs71DzTEb,10,20-502-444-4916,8731.13,MACHINERY,s haggle slyly. fluffily regular th
63173,Customer#000063173,jj Y23y38RAIxnYR66mIEDJt5VJL1,23,33-795-782-8115,-432.77,MACHINERY,s cajole carefully along the carefully bold requests. slyly iro
63209,Customer#000063209,"AfMwVjNMzOLZcCT6wN1,G5aQJHTkH96TJwnBsbRk",2,12-534-895-3515,9960.14,FURNITURE,silent platelets! furiously silent ex
63277,Customer#000063277,Bl9DCST2HvWIuFC2KHD4s,10,20-992-352-9459,6317.53,AUTOMOBILE,"uthless requests wake fluffily packages. blithely careful accounts sleep blithely regular, pending instruct"
63493,Customer#000063493,XlzbK4tlJ2K714mjJi2UjMW2,13,23-664-291-4436,463.4,FURNITURE,ly express courts affix slyly final requests. furiously final requests cajole careful
63713,Customer#000063713,AJJCSnA9wywZLPDYlHET7STWcdzch3lJJRowX6D,14,24-780-892-6102,9339.88,MACHINERY,otes haggle furiously daring dependencie
63766,Customer#000063766,"eR5UETAuJf6NFzR,J6TgJ1rLY8f",3,13-366-873-1245,8263.42,HOUSEHOLD, pending requests. blithely permanent instructions haggle 
63796,Customer#000063796,"hSmO0qc7UJtp8goQUgdPPM,h72",19,29-592-349-9385,8958.64,BUILDING,press decoys alongside of the d
63826,Customer#000063826,"QI47iRnrC,8Ai5",18,28-314-899-8383,2018.12,FURNITURE,silent accounts can impress fluffi
63830,Customer#000063830,"qb07AHxN,h98EI6FVkbXtwQx2 xrF3aU8yW",9,19-428-814-4225,3531.03,BUILDING,. pinto beans eat blithely among the pinto beans. deposits integrate blithely alongside of the furiously bold 
61822,Customer#000061822,fpZElirj02vhtItgqnycTNFMk9Pit,21,31-513-220-1178,6240.11,AUTOMOBILE,ove the slyly even asymptotes boost across
61873,Customer#000061873,"FYfzc3S6QX2Gvsu5iq1duR,sIXmR3qrlZSD1RFi",6,16-872-313-3127,5134.76,BUILDING,ccounts cajole furiously blithely special Tiresias. quickly final deposits cajole carefull
61973,Customer#000061973,jRsIghjONfaK4ZAIQVdg6nEmSDjI7suwUaHjVV,7,17-886-418-4465,-985.54,MACHINERY,requests after the express requests affix spe
61984,Customer#000061984,"063nlyirInM8spqrGZGe,mUo,RQ0,y5UT",0,10-669-125-6424,2837.38,AUTOMOBILE,ve the carefully even deposits. bl
62108,Customer#000062108,"fBZ,xBKEfDrOgrB03Kp1iMThdC2ijk8REBjwg",23,33-990-996-3677,3909.84,BUILDING,"old deposits are. special dependencies are carefully. special sauternes wake carefully. silent, silent pack"
62344,Customer#000062344,"p06WQhdeBMxaWsHIP3Qvrj4,B9 73X5HxSmG0",0,10-749-885-5171,8482.76,BUILDING,posits. blithely unusual deposits sleep carefu
62383,Customer#000062383,jVY6FGBnHbUVFFLiKeIld9xUoI R,9,19-323-515-6191,-444.83,HOUSEHOLD,jole around the special courts. regular accounts wake quickly regular accounts. furiously express courts sleep. pint
62501,Customer#000062501,piFVSFi3SdKHm1PMeWKf,14,24-287-990-4419,8592.81,MACHINERY,equests affix. quickly final packages slee
62704,Customer#000062704,ktMtyBN7CT0aSJ,9,19-161-249-8162,6457.24,BUILDING,jole carefully. furiously unusual foxes nag carefully despite the carefully even excuses. slyly silent ideas sleep 
62728,Customer#000062728,ICnISr9WlGNz vapJHUDS,1,11-724-104-8214,4635.63,HOUSEHOLD,ly according to the quickly even theodolites. pinto beans affix careful
62860,Customer#000062860,"a,00duN73,2vkNcatvxN9e",24,34-385-104-2037,8319.25,MACHINERY,egular foxes use quickly express deposits. even deposits are blithely. fluffily regular instructions ha
62863,Customer#000062863,idbK6cU8De2pwSe8P9ri50kJobdt6FvjGv5 R5A1,17,27-675-601-7517,-210.18,FURNITURE,"r, special pinto beans. enticing excuses print. fluffily regular requests promise blith"
62882,Customer#000062882,ms4ziaTIzSNTQ 4 og3,24,34-611-949-8122,2655.85,HOUSEHOLD,"es poach fluffily even, regular excuses. furiously even theodo"
63043,Customer#000063043,3mvVszyjY3aqjmotzR29Dwk4cRY1B2DJjehr,15,25-457-731-3184,1715.81,AUTOMOBILE,have to wake carefully silent theodolites. ruthless accounts boost a
63059,Customer#000063059,xjmgGghshiXyPmyLY11nbPYFf hefshTyIxeV ,11,21-393-624-5183,8691.78,BUILDING,lithely unusual attainments are. quickly quiet packages nag blit
63079,Customer#000063079,C2Pf99slGntEd,12,22-713-318-1903,9267.63,AUTOMOBILE,eas. quickly final instructions after the slyly final grouches wa
63214,Customer#000063214,4W3hufiati,3,13-911-914-9751,1050.8,FURNITURE,ns integrate blithely quickly pending asymptotes: carefully sly excuses aff
63271,Customer#000063271,"BHYJ8NY7cAbrJ,i56uTsI,aCMCxsTAUfWaa0g6",16,26-456-598-9140,4154.91,AUTOMOBILE,indle fluffily. slyly bold packages sleep. carefully pending requests boost. fur
63328,Customer#000063328,2KUZK4iGGKFOhORK7k9koFS,19,29-849-276-1351,5159.11,BUILDING,of the bold requests sleep according to the idly final requests. packages wake? fluffily even accounts boo
63346,Customer#000063346,vhIE22B8LmB2VwVVYZEnA,22,32-532-241-8340,9587.66,BUILDING,ily regular deposits dazzle across the s
63500,Customer#000063500,"ihBnwN913l3eHzbgarM9dYsjiT,8pNVGW9Dsr6p8",7,17-471-695-3181,6932.07,AUTOMOBILE,uickly furiously regular deposits. carefully unusua
63587,Customer#000063587,"rz8jBKidGFB5LKT,GaY3VJw",6,16-609-312-4044,6010.6,BUILDING,e ironic courts. carefully regular foxes wake 
63652,Customer#000063652,kfxsQzSWskHGPI,11,21-991-905-9332,2037.61,MACHINERY,cajole carefully. close accounts nag. slyly ironic deposits boost furiously 
63656,Customer#000063656,9KGs5nHBxKeFaTxK4kS ZqBTUf3PMZElYrb,5,15-600-356-2290,1142.37,AUTOMOBILE,"luffily regular foxes are slyly carefully special packages. unusual foxes along the even, even deposits nag i"
63682,Customer#000063682,"SoVCa1BkmS W8V6PQf,d64Wo",18,28-999-572-8034,9079.51,FURNITURE,ar braids affix according to the carefully
61798,Customer#000061798,SE3PlZj GpbLRc0PlyZKQEdHfURvQzFQ41R,6,16-823-138-4031,5931.49,AUTOMOBILE,ts cajole about the bold deposits. blithely unusual requests against the pe
61838,Customer#000061838,uyv6 3Wj4AApRbfqvQVLC28QF2x,2,12-448-740-1819,4699.05,AUTOMOBILE,uffily around the even dependencies. fluffily sly accounts sleep carefully ca
61897,Customer#000061897,I81w3kAiadBW0m9J4ue,5,15-454-848-3726,1045.52,BUILDING,". regular, unusual sheaves cajole carefully fluffily ironic asymptotes. slyly unusual theodol"
61988,Customer#000061988,"42Vx,vCOexuW2lSc",1,11-407-827-4491,8653.98,MACHINERY,bold packages boost according to the carefully final pinto beans. stealthily regular requests 
62107,Customer#000062107,WBvZe5DyuYAL8nviZ9YPki26Dah,6,16-909-442-9783,8477.95,HOUSEHOLD,ites integrate pending packages. alway
62359,Customer#000062359,Zm9ZYlHHbb9fE5Ipq4gA4xGRu9qPt,21,31-278-565-1840,-946.82,BUILDING, cajole above the furiously ironic dolphins. silent dependencies are q
62398,Customer#000062398,"LtaU0vz6Gzv d6c7r lO,I8gAx4zxLn",19,29-396-883-7385,8920.38,HOUSEHOLD,ey players wake carefully about the instructions. 
62476,Customer#000062476,JvjO2vGH4KSOcMVOA6re4bHvKAAc9GM,15,25-383-685-8733,3268.58,HOUSEHOLD,inst the furiously special fr
62497,Customer#000062497,"RDoowKTaJzD4THM376U,kxyOFqsnJ4fRyeHAPfx",3,13-794-637-4621,427.88,HOUSEHOLD,ly carefully special instructions. slow deposits believe quickly around the fl
62629,Customer#000062629,"dtPXQ0EuOR9HwO8gZAdfFSXJVOGWN,nqD",11,21-476-656-9893,9075.74,AUTOMOBILE,y regular requests. blithely special packages use blithely according to the ir
62639,Customer#000062639,Qm7qXXLW1JpPIQYP,4,14-539-675-9774,0.79,AUTOMOBILE,al requests. depths across the furiously careful deposits integrate fluffily furiously ironic
62750,Customer#000062750,"h,u3oqSRZV 2gVg2odaMujvZKraMe3vTzgre63,",19,29-137-262-5167,7189.95,HOUSEHOLD,"ily ironic courts. special dependencies nag silent, final foxes? furiously ironic deposits could detect regular "
62804,Customer#000062804,C5ngAVd1vGYcDTufzw5E994,0,10-618-423-4479,9153.14,BUILDING,uickly regular accounts nag among the quickly express de
62822,Customer#000062822,dAnJy UCNZanWbwQ1Yhs1XEMJi7fXMQCZ 1ffb,14,24-952-854-6956,9118.28,HOUSEHOLD,s. always regular foxes doubt requests. dogg
62941,Customer#000062941,9wBFC E1A HP8kSIU1p96Ak2,14,24-992-288-2568,1871.31,HOUSEHOLD,ly carefully regular packages. slyly bold instructions sleep. quickly unusual deposits might detect flu
63037,Customer#000063037,YdZC4nk04tmsxK6XvoSEaoF2fF5H64J,1,11-233-858-3620,1899.7,BUILDING,are doggedly even deposits. slyly slow ideas haggle slyly. blithely quick reque
63143,Customer#000063143,"z3Gj2MtJfXSz8O579,cSeWLpO",20,30-620-671-8073,3305.61,BUILDING, deposits sleep furiously even requests. blith
63211,Customer#000063211,"WpF80DeUSyDJJl4,fkyBRMJOY",0,10-863-197-6454,8116.29,BUILDING,equests wake. blithely express instructions detect. even dolphins haggle stealthily.
63242,Customer#000063242,"oe2F,DXaJS6oPXYa8xuJRiydgT01EiMh99hKVmzT",2,12-912-695-2966,8017.09,HOUSEHOLD,y ironic requests. regular requests cajole. regular requests sleep furiously. pending th
63304,Customer#000063304,wo4iVuHWXuvRpwjCGM yqiNNCUPXO9hNxFEft,16,26-145-649-5911,5911.14,BUILDING,s haggle requests. fluffily bold platelets sleep across th
63325,Customer#000063325,hZ9o56FXya0wgCvgq,22,32-379-345-5992,9084.5,FURNITURE,fully after the fluffily final excuses. express courts se
63469,Customer#000063469,JiUgavXuQqF shjyNqBabha5K,8,18-612-800-2326,6416.09,AUTOMOBILE,"furiously ironic accounts. busy foxes after the regular, even accounts sublate blithely pending"
63565,Customer#000063565,C9xpAdFxggGmeSz,23,33-683-831-3544,582.03,HOUSEHOLD,"al requests. Tiresias sleep silent, bold pinto beans. furiously regular deposits wa"
63625,Customer#000063625,1ikqvtZ34T6u3LNbrhvEySQojUy6FwsBOs,23,33-924-503-1104,2611.77,FURNITURE,"are among the bold, unusual dependencies. slyly regular accounts detect fluffily a"
63775,Customer#000063775,GSHm4R2exAiU9KRGfvfppi9mNW3VwlOzqKPHbHCf,21,31-571-698-5650,5598.68,AUTOMOBILE,"final, regular foxes haggle before the ironic dependencies. furiously even"
63886,Customer#000063886,rwnfzak0BoYUEs m6K0xRWEg8gHuPd,23,33-837-627-5151,-296.58,HOUSEHOLD,nts. ironic instructions cajole blithely. slyly ironic packages are slyly against the slyly regular 
64024,Customer#000064024,"4qHuAKmIvvFaF,,",14,24-443-680-7817,321.46,FURNITURE,quests cajole across the fluffily even theodoli
64057,Customer#000064057,"khzKd6Pln2Vhvx,4",12,22-918-921-4499,4360.48,FURNITURE,"ross the ironic, ironic accounts. fluffily express packages caj"
64190,Customer#000064190,oaQgCTMRTPlizUZz6yxWR4z2,21,31-768-355-1066,3230.58,MACHINERY,gly. quickly ironic theodolites cajole slyly. pending packages ar
64285,Customer#000064285,bdoZ Y8D6U2Y6nWqb3zMUSAnGrKSq0Jl2 gq,21,31-637-787-1398,2180.79,FURNITURE,fully among the slyly pending packages. slyly final deposits wake across the express instructions. express 
64295,Customer#000064295,NW0MjrEfHHz641nYUfsoJITkySaGUq7yISv3nl,14,24-408-479-1495,3483.96,BUILDING,he sometimes final deposits. regular foxes cajole along the carefully e
64507,Customer#000064507,Qq5QhiN4yb2BHmx3lPof6z1mZhU,18,28-110-305-6277,3114.31,AUTOMOBILE,"rbits. express, even theodolites across the ironic"
64564,Customer#000064564,HJUipqliRNT3O8,15,25-328-484-6147,4181.44,AUTOMOBILE,y even ideas along the carefully p
64666,Customer#000064666,"tzKpIeG4n38IKcwEeN3O9jwWBLE,uk,yG",15,25-602-501-2231,-629.91,MACHINERY,thely regular foxes kindle along the permanently careful dependencies. regular packages sleep. furi
64736,Customer#000064736,PMfz0e9u4D9748Jx HK7IyCxZ6h8nJuq0XWYOBg,20,30-412-664-3971,1378.35,FURNITURE,he furiously unusual courts cajole bli
64754,Customer#000064754,u5yHqtU6G kOmwPkJV3tdWkNKGM6l9L,8,18-941-800-4837,1291.06,HOUSEHOLD,"accounts. ironic, final requests solve quickly according to the eve"
64789,Customer#000064789,"s U,ULDfCWgcmWZ WF0",13,23-727-483-1599,3519.77,HOUSEHOLD,e. pinto beans use blithely courts. requests lose carefully against the regular platelets. i
64820,Customer#000064820,rXpKtbg96ceePCxe013vDltXgRqoXPW0KLsGYp,1,11-128-460-9083,2887.08,MACHINERY,l foxes. ironic platelets cajole. regular patterns haggle. fluffily
64826,Customer#000064826,IzzW4f5OROfdzwWDhBYwIvtegr0Kz5gSjdG6whr,10,20-115-432-1552,3670.2,BUILDING,the quickly regular requests are carefully sly accounts. c
64828,Customer#000064828,SJo7psqRKy4OnV3Swu,14,24-568-148-8380,-841,BUILDING, detect slyly above the slyly regular pinto beans. carefully pending foxes use across the furiously regular deposits
64858,Customer#000064858,SAMa4MjbAETVNXxb70w jxqY,5,15-749-582-8625,3902.89,FURNITURE,"longside of the carefully silent deposits. bold, special ideas according to the pinto bean"
64916,Customer#000064916,CMU1As1iGmjbR90j cNpTCc2d,20,30-774-487-2034,-60.76,AUTOMOBILE, slyly final packages! furiously exp
65236,Customer#000065236,Z cc1DhXVENJQF,10,20-767-924-7696,4006.36,AUTOMOBILE,totes sleep bravely. slyly silent instructions breach fluffily pending requests. regular instructions are packages.
65242,Customer#000065242,"4VzVV1B GDutTmaf315,YiRmZwaEcyns3eB8",15,25-299-444-9356,3819.53,HOUSEHOLD,elets boost across the express attain
65315,Customer#000065315,"ngiOYx36,Bwo2f3yWGVx0wtBV",23,33-119-257-9568,1724.99,AUTOMOBILE,s are thinly carefully bold pinto beans. furiously special pinto 
65354,Customer#000065354,bV33cPLtSS1nYD6Dez9JM5l2e4tpL5EarHDbA6,6,16-421-242-6373,6239.76,HOUSEHOLD,"e quickly inside the ironic, special deposits; furiously special accounts alongside of the quickly bold deposits do"
65371,Customer#000065371,X5rga0uLVu9eleoA8MBrUx2MxqZef,23,33-924-285-7512,7765.27,FURNITURE,wake blithely against the depos
65416,Customer#000065416,",3Y6, jxdW89oArS",14,24-165-335-3909,9911.46,MACHINERY,ag. carefully pending forges sleep after the ironic deposits. furiously ironic deposits according to the fluffily
65446,Customer#000065446,GDl0cy9FMHioHO cCrb3y3e0KSN0Gy3,9,19-630-207-7478,9686.53,BUILDING,cajole quickly slowly special deposits. fluffily final dolphins during 
65458,Customer#000065458,VbTGNKdXKwfJ,0,10-128-456-2006,-711.15,AUTOMOBILE,gular packages integrate furiously fina
65494,Customer#000065494,kym8IvbcmHhepoSH0,21,31-946-412-6114,1491.99,AUTOMOBILE,fily special requests integrate furiously deposits. furiously special accounts unwind fluffi
65536,Customer#000065536,QK9rK0yHs3uJgN tgq6ba3lp0jMGBW ,14,24-965-688-5923,833.21,BUILDING,ly pending decoys according to the furiously express courts lose quickly according to the accounts. platelet
65569,Customer#000065569,FNT5N4nZ4DnFpkNYx2vbsJwh4y01EiG3M7h,11,21-480-235-7412,-204.07,AUTOMOBILE,n requests above the furiously dogged dependencies eat fluffily bold excuses. slyly special theod
65588,Customer#000065588,8rSChKNNbXx9C7YVK,21,31-911-732-7856,1423.74,AUTOMOBILE, hinder slyly regular foxes. quickly pending theodolites haggle quickly. doggedly silent packages wake fur
65672,Customer#000065672,"DuElzisB,9T898tivRn5HSeBVKT1beroosNm",12,22-784-183-1821,7363.58,FURNITURE,ss requests. regular packages sleep after the even foxes. special dinos cajol
65770,Customer#000065770,n4wQU5 mTg5UoIZ7aOz1,20,30-538-348-5297,1977.08,BUILDING,"run across the pending packages. even, final foxes cajole carefully. blithely"
65939,Customer#000065939,YtmS6Y8iIMSIHRFRnXo2d l,8,18-622-171-8277,1639.67,MACHINERY,etect blithely ideas. quickly special theodolites affix. s
65953,Customer#000065953,aVf 24qKdYr7zszT8M9uH g7nXahhO9QcPWV5,2,12-761-502-8082,1764.95,AUTOMOBILE,ke fluffily until the bold courts. permanently 
65980,Customer#000065980,CSVnMu1v 0RCReIqKoFn6287XoFreOrFk2,2,12-143-547-4501,4427.77,BUILDING,ites. furiously even accounts cajole against the slyly express requests
66175,Customer#000066175,qT1 4VU1FhhfcqPB,13,23-533-785-6193,9401.87,MACHINERY,carefully express decoys. even asymptotes a
66208,Customer#000066208,PxiqWilISPRfIxhhboMFxJO3djLT4zgi,16,26-615-290-6074,5209.06,FURNITURE, packages are blithely across the furiously even packa
66217,Customer#000066217,"D6tSt3EOWd8HuRk3diQJCGv,FGzPo87,1iJW",4,14-427-710-3155,7042.06,AUTOMOBILE,inal theodolites wake furiously after the excuses-- blithely regu
66229,Customer#000066229,"z4e,U0Sb89sLmy4M",13,23-633-626-4771,2052.81,BUILDING,nly across the regular deposits. slyly even deposits nag slyly blithely regular requests? carefully special pack
66293,Customer#000066293,NPMlfEiqfwQbk1KuDIr2ZvsHWY9fLktpYr7DqA,4,14-198-690-5421,7507.63,BUILDING,es use until the even foxes. quickly regular dolphins affix carefully. furiously even frets nag blithely. furiously 
66391,Customer#000066391,"V0XvU1Nh9NU4zsyOkm,RBa",24,34-149-224-8119,9404.57,MACHINERY,ages cajole carefully carefully bold deposits: fluffily unusual deposits promise slyly carefully ironic co
66451,Customer#000066451,"fOmcHx,CSwXKlCKYjv046YJusOEHX",20,30-866-681-2922,864.44,HOUSEHOLD,hely final deposits sleep. furiously ironic ideas boost carefull
66487,Customer#000066487,",RasY9lICLXeaMbq3nRqDkZvU37qCWy",7,17-534-464-9077,9690.83,FURNITURE,sits over the sauternes integrate
66505,Customer#000066505,"pi zajNle2zp7W3NS1kpOosSqVHN,lTpGrze3lz",22,32-471-141-2224,7830.16,FURNITURE, final requests will sleep carefully ironic excuses. furiously special dolphins cajole slyly carefully unusual cou
66577,Customer#000066577,"oOiwc,UKEPPPxz,",12,22-826-814-4455,4501.28,HOUSEHOLD,"te carefully. permanently special instructions are quickly regular deposits. final, sly de"
